entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label,role,domain,mb_transferred
USR_035,service_account,2026-07-12 08:13:32,192.168.90.34.239,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,token,1489,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Forge_Sync_Service,OT,133.1
USR_040,user,2026-07-21 12:52:39,192.168.90.177.173,"Singapore_Facility (1.3521, 103.8198)",Workday,biometric,2887,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Finance_Manager,IT,122.65
DEV_045,edge_device,2026-07-21 12:55:32,192.168.90.172.27,"Singapore_Facility (1.3521, 103.8198)",Access_Control_Gateway_03,certificate,2953,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,139.73
USR_018,edge_device,2026-07-21 13:03:20,192.168.50.142.105,"Phoenix_Plant (33.4484, -112.0740)",SCADA_HMI_Workstation_01,certificate,328,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,14.05
DEV_044,service_account,2026-07-21 13:07:22,10.300.212.154,"London_Office (51.5074, -0.1278)",SCADA_HMI_Workstation_01,token,1526,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Forge_Sync_Service,OT,34.81
USR_013,user,2026-07-21 13:10:21,192.168.50.17.161,"Phoenix_Plant (33.4484, -112.0740)",Workday,biometric,2621,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Finance_Manager,IT,13.9
USR_012,user,2026-07-21 13:12:01,10.200.216.68,"Houston_Hub (29.7604, -95.3698)",Active_Directory,password,474,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HR_Specialist,IT,126.4
USR_022,user,2026-07-21 13:13:29,10.200.85.5,"Houston_Hub (29.7604, -95.3698)",AWS_Console,biometric,2893,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,100.5
DEV_047,user,2026-07-21 13:18:45,10.200.196.130,"Houston_Hub (29.7604, -95.3698)",GitHub_Enterprise,token,2101,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,31.6
USR_023,user,2026-07-21 13:19:18,192.168.50.201.209,"Phoenix_Plant (33.4484, -112.0740)",Industrial_PLC_Substation_01,certificate,2988,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_Operator,OT,104.14
USR_022,user,2026-07-21 13:20:25,10.200.112.16,"Houston_Hub (29.7604, -95.3698)",Active_Directory,biometric,1670,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,102.42
USR_004,user,2026-07-21 13:21:00,10.300.162.217,"London_Office (51.5074, -0.1278)",Corporate_VPN,biometric,2980,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,147.13
USR_036,edge_device,2026-07-21 13:23:58,10.100.155.219,"Atlanta_HQ (33.7490, -84.3880)",Honeywell_Forge_Gateway,certificate,1733,login -> authenticate -> select_dashboard -> view_logs -> logout,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,26.92
USR_030,user,2026-07-21 13:24:29,192.168.90.226.159,"Singapore_Facility (1.3521, 103.8198)",GitHub_Enterprise,password,2596,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,57.55
DEV_047,user,2026-07-21 13:26:52,10.200.37.130,"Houston_Hub (29.7604, -95.3698)",Active_Directory,token,580,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,109.56
DEV_050,user,2026-07-21 13:29:09,192.168.90.109.6,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,537,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,136.34
USR_003,user,2026-07-21 13:33:09,192.168.50.96.79,"Phoenix_Plant (33.4484, -112.0740)",Corporate_VPN,password,1593,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,51.16
DEV_042,user,2026-07-21 13:35:05,10.200.245.159,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_HVAC_01,certificate,2279,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HVAC_Engineer,OT,116.07
USR_020,user,2026-07-21 13:36:26,192.168.90.22.217,"Singapore_Facility (1.3521, 103.8198)",GitHub_Enterprise,token,2664,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Software_Engineer,IT,38.48
USR_018,edge_device,2026-07-21 13:38:16,192.168.50.98.90,"Phoenix_Plant (33.4484, -112.0740)",Industrial_PLC_Substation_01,certificate,3510,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_HVAC_Gateway_01,OT,91.92
USR_032,user,2026-07-21 13:39:41,10.200.115.179,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,1846,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_Operator,OT,32.59
USR_031,user,2026-07-21 13:41:09,10.100.62.112,"Atlanta_HQ (33.7490, -84.3880)",Jira_Cloud,biometric,3509,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Finance_Manager,IT,36.73
DEV_049,user,2026-07-21 13:42:28,10.300.207.68,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,1458,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,39.55
USR_039,user,2026-07-21 13:44:21,10.300.145.247,"London_Office (51.5074, -0.1278)",AWS_Console,password,1434,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,HR_Specialist,IT,51.95
USR_025,user,2026-07-21 13:46:46,192.168.90.226.33,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,2191,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,49.75
DEV_047,user,2026-07-21 13:47:20,10.200.3.212,"Houston_Hub (29.7604, -95.3698)",Workday,token,1205,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,95.46
DEV_046,user,2026-07-21 13:48:26,10.100.162.171,"Atlanta_HQ (33.7490, -84.3880)",Workday,password,1065,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,115.45
DEV_047,user,2026-07-21 13:50:17,10.200.218.174,"Houston_Hub (29.7604, -95.3698)",Active_Directory,token,154,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,96.02
USR_030,user,2026-07-21 13:53:48,192.168.90.250.28,"Singapore_Facility (1.3521, 103.8198)",Corporate_VPN,password,3261,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,95.35
USR_006,user,2026-07-21 13:56:36,10.100.254.189,"Atlanta_HQ (33.7490, -84.3880)",Honeywell_Forge_Gateway,certificate,984,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,HVAC_Engineer,OT,144.09
DEV_041,user,2026-07-21 13:58:12,10.100.88.49,"Atlanta_HQ (33.7490, -84.3880)",Honeywell_Forge_Gateway,certificate,2795,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_Operator,OT,107.27
USR_019,user,2026-07-21 14:09:11,10.300.197.23,"London_Office (51.5074, -0.1278)",Workday,password,691,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,IT_Analyst,IT,143.3
USR_001,user,2026-07-21 14:10:41,10.100.118.178,"Atlanta_HQ (33.7490, -84.3880)",GitHub_Enterprise,password,1719,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,111.63
USR_004,user,2026-07-21 14:15:32,10.300.220.14,"London_Office (51.5074, -0.1278)",AWS_Console,biometric,1788,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,37.36
USR_023,user,2026-07-21 14:16:37,192.168.50.197.129,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,certificate,126,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,BMS_Operator,OT,113.67
USR_010,user,2026-07-21 14:26:57,192.168.90.67.97,"Singapore_Facility (1.3521, 103.8198)",Workday,password,3450,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,IT_Analyst,IT,17.26
USR_038,user,2026-07-21 14:27:32,192.168.50.194.92,"Phoenix_Plant (33.4484, -112.0740)",Jira_Cloud,token,1334,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Software_Engineer,IT,133.93
USR_032,user,2026-07-21 14:30:01,10.200.150.63,"Houston_Hub (29.7604, -95.3698)",SCADA_HMI_Workstation_01,certificate,884,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_Operator,OT,89.72
USR_005,user,2026-07-21 14:37:08,192.168.90.17.33,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1123,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,129.77
DEV_048,user,2026-07-21 14:37:38,192.168.50.142.75,"Phoenix_Plant (33.4484, -112.0740)",Jira_Cloud,password,211,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,65.96
DEV_048,user,2026-07-21 14:38:16,192.168.50.28.112,"Phoenix_Plant (33.4484, -112.0740)",Jira_Cloud,password,2248,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,10.82
USR_011,user,2026-07-21 14:38:31,10.100.204.107,"Atlanta_HQ (33.7490, -84.3880)",Corporate_VPN,token,2082,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Software_Engineer,IT,42.86
USR_011,user,2026-07-21 14:45:01,10.100.162.204,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,token,3220,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Software_Engineer,IT,88.55
USR_034,user,2026-07-21 14:47:15,10.300.84.133,"London_Office (51.5074, -0.1278)",Honeywell_Forge_Gateway,certificate,2445,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,SCADA_Specialist,OT,125.2
USR_030,user,2026-07-21 15:06:09,192.168.90.109.213,"Singapore_Facility (1.3521, 103.8198)",Jira_Cloud,password,1747,login -> authenticate -> select_dashboard -> view_logs -> logout,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,HR_Specialist,IT,22.91
USR_001,user,2026-07-21 15:07:35,10.100.18.223,"Atlanta_HQ (33.7490, -84.3880)",Workday,password,243,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,77.36
USR_040,user,2026-07-21 15:13:18,192.168.90.192.23,"Singapore_Facility (1.3521, 103.8198)",Jira_Cloud,biometric,2792,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Finance_Manager,IT,28.07
USR_010,user,2026-07-21 15:18:28,192.168.90.162.150,"Singapore_Facility (1.3521, 103.8198)",Active_Directory,password,3195,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,IT_Analyst,IT,16.15
DEV_050,user,2026-07-21 15:25:55,192.168.90.150.128,"Singapore_Facility (1.3521, 103.8198)",BMS_Controller_Lighting_02,certificate,2666,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,149.51
USR_037,user,2026-07-21 15:28:57,10.200.201.97,"Houston_Hub (29.7604, -95.3698)",Workday,password,2006,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,IT_Analyst,IT,28.59
USR_003,user,2026-07-21 15:32:06,192.168.50.109.106,"Phoenix_Plant (33.4484, -112.0740)",AWS_Console,password,447,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,102.52
USR_038,user,2026-07-21 15:50:53,192.168.50.232.147,"Phoenix_Plant (33.4484, -112.0740)",Active_Directory,token,576,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,Software_Engineer,IT,45.88
USR_016,user,2026-07-21 15:53:49,10.100.186.109,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,2129,login -> authenticate -> select_dashboard -> view_logs -> logout,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,112.48
USR_016,user,2026-07-21 15:53:51,10.100.88.74,"Atlanta_HQ (33.7490, -84.3880)",SCADA_HMI_Workstation_01,certificate,2128,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,SCADA_Specialist,OT,21.93
USR_040,user,2026-07-21 16:13:15,192.168.90.189.197,"Singapore_Facility (1.3521, 103.8198)",GitHub_Enterprise,biometric,3396,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,Finance_Manager,IT,123.02
USR_004,user,2026-07-21 16:17:58,10.300.137.115,"London_Office (51.5074, -0.1278)",GitHub_Enterprise,biometric,1355,login -> authenticate -> select_dashboard -> view_logs -> logout,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,64.86
USR_031,user,2026-07-21 16:22:28,10.100.130.57,"Atlanta_HQ (33.7490, -84.3880)",Active_Directory,biometric,2467,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,Finance_Manager,IT,139.04
DEV_041,user,2026-07-21 16:25:07,10.100.146.129,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_Lighting_02,certificate,2083,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_Operator,OT,87.25
USR_002,user,2026-07-21 16:27:36,10.200.142.17,"Houston_Hub (29.7604, -95.3698)",Workday,token,1157,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,134.48
USR_002,user,2026-07-21 16:37:51,10.200.240.86,"Houston_Hub (29.7604, -95.3698)",Jira_Cloud,token,3502,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,44.6
USR_003,user,2026-07-21 16:51:51,192.168.50.55,"Phoenix_Plant (33.4484, -112.0740)",AWS_Console,password,318,quiet_connect -> s3_download_chunk -> background_exfil,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,low_and_slow_exfiltration,HR_Specialist,IT,47.76
USR_022,user,2026-07-21 16:52:08,10.200.218.52,"Houston_Hub (29.7604, -95.3698)",Corporate_VPN,biometric,1858,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Finance_Manager,IT,117.69
USR_002,user,2026-07-21 16:55:33,10.200.98.66,"Houston_Hub (29.7604, -95.3698)",Workday,token,432,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,Software_Engineer,IT,147.17
USR_006,user,2026-07-21 17:00:51,10.100.55,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,certificate,420,quiet_connect -> s3_download_chunk -> background_exfil,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,low_and_slow_exfiltration,HVAC_Engineer,OT,43.45
USR_001,user,2026-07-22 02:22:51,10.100.10,"Atlanta_HQ (33.7490, -84.3880)",GitHub_Enterprise,password,900,legitimate_work_shift -> new_project_access,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,insider_drift,IT_Analyst,IT,44.41
USR_028,user,2026-07-22 02:22:51,192.168.50.77,"Phoenix_Plant (33.4484, -112.0740)",SCADA_HMI_Workstation_01,password,600,spoofed_device_handshake -> raw_socket_inject,Kali-Linux 2024.1 | MAC: de:ad:be:ef:00:01 | Protocol: Raw-Socket,device_spoofing,IT_Analyst,IT,120.0
USR_024,user,2026-07-22 03:22:51,185.190.140.22,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:22:55,185.190.140.22,"London_Office (51.5074, -0.1278)",BMS_Controller_HVAC_01,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:22:59,185.190.140.22,"London_Office (51.5074, -0.1278)",Access_Control_Gateway_03,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:23:03,185.190.140.22,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:23:07,185.190.140.22,"London_Office (51.5074, -0.1278)",BMS_Controller_Lighting_02,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:23:11,185.190.140.22,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:23:15,185.190.140.22,"London_Office (51.5074, -0.1278)",Access_Control_Gateway_03,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
USR_024,user,2026-07-22 03:23:19,185.190.140.22,"London_Office (51.5074, -0.1278)",Access_Control_Gateway_03,password,5,auth_attempt -> auth_failed,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,brute_force,HVAC_Engineer,OT,0.0
DEV_044,service_account,2026-07-22 06:59:49,10.300.35.86,"London_Office (51.5074, -0.1278)",Industrial_PLC_Substation_01,token,778,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Forge_Sync_Service,OT,146.92
USR_027,edge_device,2026-07-22 08:01:00,10.200.211.50,"Houston_Hub (29.7604, -95.3698)",BMS_Controller_Lighting_02,certificate,2845,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,BMS_HVAC_Gateway_01,OT,40.88
DEV_042,user,2026-07-22 08:42:45,10.200.230.27,"Houston_Hub (29.7604, -95.3698)",Industrial_PLC_Substation_01,certificate,1659,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,Windows 11 Enterprise | MAC: 00:1a:2b:3c:4d:5e | Protocol: RDP/SSH,normal,HVAC_Engineer,OT,72.16
USR_036,edge_device,2026-07-22 09:01:23,10.100.148.224,"Atlanta_HQ (33.7490, -84.3880)",BMS_Controller_HVAC_01,certificate,585,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,BMS_HVAC_Gateway_01,OT,142.07
DEV_048,user,2026-07-22 09:07:36,192.168.50.33.219,"Phoenix_Plant (33.4484, -112.0740)",Workday,password,1343,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HR_Specialist,IT,90.77
USR_001,user,2026-07-22 09:07:49,10.100.165.183,"Atlanta_HQ (33.7490, -84.3880)",Corporate_VPN,password,1634,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,108.85
DEV_049,user,2026-07-22 09:15:39,10.300.16.36,"London_Office (51.5074, -0.1278)",Corporate_VPN,biometric,1594,ssh_connect -> check_service_status -> update_config -> service_restart -> exit,Ubuntu 22.04 LTS | MAC: 08:00:27:11:22:33 | Protocol: OPC-UA,normal,Finance_Manager,IT,51.53
USR_005,user,2026-07-22 09:21:08,192.168.90.121.51,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,693,connect_vpn -> fetch_repo -> git_pull -> build_code -> disconnect,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_Operator,OT,10.59
USR_001,user,2026-07-22 09:24:38,10.100.253.247,"Atlanta_HQ (33.7490, -84.3880)",AWS_Console,password,3178,modbus_read -> check_temperature -> setpoint_verify -> log_telemetry,macOS 14.2 | MAC: a4:83:e7:91:02:11 | Protocol: HTTPS/TLS1.3,normal,IT_Analyst,IT,140.5
USR_033,user,2026-07-22 09:37:45,192.168.50.60.6,"Phoenix_Plant (33.4484, -112.0740)",Honeywell_Forge_Gateway,certificate,2584,login -> authenticate -> select_dashboard -> view_logs -> logout,Windows 10 IoT | MAC: 70:85:c2:14:99:aa | Protocol: Modbus/BACnet,normal,HVAC_Engineer,OT,53.24
DEV_045,edge_device,2026-07-22 09:54:35,192.168.90.25.34,"Singapore_Facility (1.3521, 103.8198)",SCADA_HMI_Workstation_01,certificate,1384,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,BMS_HVAC_Gateway_01,OT,131.22
USR_025,user,2026-07-22 09:58:45,192.168.90.189.186,"Singapore_Facility (1.3521, 103.8198)",Industrial_PLC_Substation_01,certificate,1623,token_auth -> sync_telemetry_batch -> push_forge_cloud -> close_session,Honeywell-Firmware v3.4 | MAC: 90:b1:1c:00:44:fe | Protocol: MQTT/TLS,normal,SCADA_Specialist,OT,145.27
